Ubicación_Microsector;Coordenada X;Coordenada Y;Fecha_Formato;Intervalo_Estimado_Modelo;Fecha_Proxima_Predicha;Dias_Restantes_Prediccion;Estado_IA
MS_0744_NAHUELBUTA;-72.56077093;-38.71908897;01-08-2023;499.5;12-12-2024;-354;🔴 Atrasado (Prioridad Alta)
MS_1123_LABRANZA ALTO;-72.77110168;-38.75815434;02-04-2024;255.2;13-12-2024;-353;🔴 Atrasado (Prioridad Alta)
MS_0436_MUSEO FERROVIARIO;-72.57245718;-38.72920008;05-10-2023;437.7;15-12-2024;-351;🔴 Atrasado (Prioridad Alta)
MS_0374_VILLA ALEGRE;-72.60393444;-38.72825332;30-06-2023;535.7;16-12-2024;-350;🔴 Atrasado (Prioridad Alta)
MS_1129_LABRANZA ALTO;-72.77205666;-38.76380007;25-04-2024;235.8;16-12-2024;-350;🔴 Atrasado (Prioridad Alta)
MS_0132_ACCESO NORTE;-72.55090266;-38.70953095;14-06-2024;187.7;18-12-2024;-348;🔴 Atrasado (Prioridad Alta)
MS_0402_RECABARREN;-72.6337634;-38.75465464;11-10-2024;68.2;18-12-2024;-348;🔴 Atrasado (Prioridad Alta)
MS_0409_RECABARREN;-72.63365765;-38.75281956;10-10-2024;71.2;20-12-2024;-346;🔴 Atrasado (Prioridad Alta)
MS_0118_ACCESO NORTE;-72.55261233;-38.70072565;07-05-2024;228.7;21-12-2024;-345;🔴 Atrasado (Prioridad Alta)
MS_1153_LABRANZA ALTO;-72.75659444;-38.76151387;03-05-2024;233.8;22-12-2024;-344;🔴 Atrasado (Prioridad Alta)
MS_0688_AQUELARRE;-72.62485032;-38.75054674;30-11-2023;388.7;22-12-2024;-344;🔴 Atrasado (Prioridad Alta)
MS_0416_RECABARREN;-72.63272836;-38.75462091;16-10-2024;70.8;25-12-2024;-341;🔴 Atrasado (Prioridad Alta)
MS_1131_LABRANZA ALTO;-72.77077778;-38.76370554;25-04-2024;249.8;30-12-2024;-336;🔴 Atrasado (Prioridad Alta)
MS_0998_AMANECER;-72.62486199;-38.75468685;08-08-2023;511.3;31-12-2024;-335;🔴 Atrasado (Prioridad Alta)
MS_1041_ALTO DEL BOSQUE;-72.74822345;-38.75757962;09-05-2024;237.3;01-01-2025;-334;🔴 Atrasado (Prioridad Alta)
MS_0913_CERRO MARIPOSA;-72.61417182;-38.7195251;13-11-2024;50.4;02-01-2025;-333;🔴 Atrasado (Prioridad Alta)
MS_1155_LABRANZA ALTO;-72.75537021;-38.75935944;03-05-2024;247.0;04-01-2025;-331;🔴 Atrasado (Prioridad Alta)
MS_1055_ALTO DEL BOSQUE;-72.74255991;-38.75836693;05-06-2024;214.2;05-01-2025;-330;🔴 Atrasado (Prioridad Alta)
MS_1151_LABRANZA ALTO;-72.7581512;-38.76062603;03-05-2024;249.1;07-01-2025;-328;🔴 Atrasado (Prioridad Alta)
MS_1124_LABRANZA ALTO;-72.77144259;-38.75912952;02-04-2024;283.8;10-01-2025;-325;🔴 Atrasado (Prioridad Alta)
MS_0362_VILLA ALEGRE;-72.61191944;-38.72339444;27-09-2022;837.8;11-01-2025;-324;🔴 Atrasado (Prioridad Alta)
MS_0810_VALPARAISO;-72.56680463;-38.73522806;12-09-2022;853.8;12-01-2025;-323;🔴 Atrasado (Prioridad Alta)
MS_0424_MUSEO FERROVIARIO;-72.57483322;-38.72674657;04-10-2023;473.9;19-01-2025;-316;🔴 Atrasado (Prioridad Alta)
MS_1154_LABRANZA ALTO;-72.75639435;-38.76084711;03-05-2024;266.9;24-01-2025;-311;🔴 Atrasado (Prioridad Alta)
MS_1268_JAVIERA CARRERA PONIENTE;-72.62773286;-38.72178895;01-04-2024;300.9;26-01-2025;-309;🔴 Atrasado (Prioridad Alta)
MS_1156_LABRANZA ALTO;-72.7556556;-38.76050099;03-05-2024;268.1;26-01-2025;-309;🔴 Atrasado (Prioridad Alta)
MS_1157_LABRANZA ALTO;-72.7549314;-38.76050517;03-05-2024;270.7;28-01-2025;-307;🔴 Atrasado (Prioridad Alta)
MS_0846_BORDE RIO;-72.63586014;-38.76058317;16-10-2024;106.6;30-01-2025;-305;🔴 Atrasado (Prioridad Alta)
MS_1121_LABRANZA ALTO;-72.75064108;-38.75951082;20-02-2024;346.4;31-01-2025;-304;🔴 Atrasado (Prioridad Alta)
MS_0654_RALUNCOYAN;-72.62503381;-38.71153374;07-06-2023;606.2;02-02-2025;-302;🔴 Atrasado (Prioridad Alta)
MS_1122_LABRANZA ALTO;-72.75259942;-38.76043635;09-05-2024;270.5;03-02-2025;-301;🔴 Atrasado (Prioridad Alta)
MS_1200_LABRANZA UNO NORTE;-72.77243393;-38.75893438;02-04-2024;309.5;05-02-2025;-299;🔴 Atrasado (Prioridad Alta)
MS_0814_VALPARAISO;-72.56719815;-38.73425199;09-09-2022;883.4;08-02-2025;-296;🔴 Atrasado (Prioridad Alta)
MS_0108_ACCESO NORTE;-72.55009794;-38.70841288;10-10-2023;491.3;12-02-2025;-292;🔴 Atrasado (Prioridad Alta)
MS_1160_LABRANZA ALTO;-72.75353819;-38.76100226;09-05-2024;282.1;15-02-2025;-289;🔴 Atrasado (Prioridad Alta)
MS_1161_LABRANZA ALTO;-72.75274962;-38.76096043;09-05-2024;282.1;15-02-2025;-289;🔴 Atrasado (Prioridad Alta)
MS_0877_BORDE RIO;-72.63593872;-38.75825675;21-10-2024;118.8;16-02-2025;-288;🔴 Atrasado (Prioridad Alta)
MS_0471_MUSEO FERROVIARIO;-72.572528;-38.723944;27-03-2023;692.1;16-02-2025;-288;🔴 Atrasado (Prioridad Alta)
MS_0878_BORDE RIO;-72.6344635;-38.75844602;23-10-2024;121.2;21-02-2025;-283;🔴 Atrasado (Prioridad Alta)
MS_1115_LABRANZA ALTO;-72.7676973;-38.76350206;25-04-2024;303.3;22-02-2025;-282;🔴 Atrasado (Prioridad Alta)
MS_0883_BORDE RIO;-72.63980351;-38.75824831;16-10-2024;130.2;23-02-2025;-281;🔴 Atrasado (Prioridad Alta)
MS_0112_ACCESO NORTE;-72.54822218;-38.70605539;10-10-2023;502.6;23-02-2025;-281;🔴 Atrasado (Prioridad Alta)
MS_1039_ALTO DEL BOSQUE;-72.74845227;-38.75840114;09-05-2024;293.3;26-02-2025;-278;🔴 Atrasado (Prioridad Alta)
MS_1112_LABRANZA ALTO;-72.75226012;-38.7593714;09-05-2024;294.0;27-02-2025;-277;🔴 Atrasado (Prioridad Alta)
MS_1159_LABRANZA ALTO;-72.75015056;-38.75814941;09-05-2024;296.9;01-03-2025;-275;🔴 Atrasado (Prioridad Alta)
MS_1158_LABRANZA ALTO;-72.75094449;-38.7581285;09-05-2024;296.9;01-03-2025;-275;🔴 Atrasado (Prioridad Alta)
MS_0478_MUSEO FERROVIARIO;-72.56374011;-38.72099879;03-05-2024;305.0;03-03-2025;-273;🔴 Atrasado (Prioridad Alta)
MS_0277_LAS ENCINAS;-72.66335929;-38.75260243;14-07-2022;965.1;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0279_LAS ENCINAS;-72.6625041;-38.75454791;14-07-2022;965.0;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0283_LAS ENCINAS;-72.66359926;-38.75369634;14-07-2022;965.0;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0273_LAS ENCINAS;-72.66039474;-38.75197387;14-07-2022;965.1;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0274_LAS ENCINAS;-72.66289277;-38.75140178;14-07-2022;965.1;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0275_LAS ENCINAS;-72.66083463;-38.7531456;14-07-2022;965.1;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0282_LAS ENCINAS;-72.66293184;-38.75383922;14-07-2022;965.0;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0281_LAS ENCINAS;-72.66210997;-38.75401988;14-07-2022;965.0;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0276_LAS ENCINAS;-72.66235883;-38.75283531;14-07-2022;965.1;05-03-2025;-271;🔴 Atrasado (Prioridad Alta)
MS_0770_NAHUELBUTA;-72.55867571;-38.71637891;03-09-2024;184.1;06-03-2025;-270;🔴 Atrasado (Prioridad Alta)
MS_0278_LAS ENCINAS;-72.66018142;-38.75087176;14-07-2022;966.1;06-03-2025;-270;🔴 Atrasado (Prioridad Alta)
MS_0739_NAHUELBUTA;-72.55934444;-38.7133;30-07-2024;219.4;06-03-2025;-270;🔴 Atrasado (Prioridad Alta)
MS_1057_ALTO DEL BOSQUE;-72.74306685;-38.75951938;06-06-2024;274.0;07-03-2025;-269;🔴 Atrasado (Prioridad Alta)
MS_0326_SAN ANTONIO;-72.57933016;-38.74329885;28-07-2023;589.9;08-03-2025;-268;🔴 Atrasado (Prioridad Alta)
MS_0884_BORDE RIO;-72.6320549;-38.75666963;08-11-2024;120.5;08-03-2025;-268;🔴 Atrasado (Prioridad Alta)
MS_0941_CERRO MARIPOSA;-72.61485501;-38.71477895;02-06-2023;646.1;09-03-2025;-267;🔴 Atrasado (Prioridad Alta)
MS_0742_NAHUELBUTA;-72.56285556;-38.72166944;02-08-2023;590.5;14-03-2025;-262;🔴 Atrasado (Prioridad Alta)
MS_1050_ALTO DEL BOSQUE;-72.74238288;-38.75678569;04-06-2024;285.2;16-03-2025;-260;🔴 Atrasado (Prioridad Alta)
MS_0843_BORDE RIO;-72.632707;-38.75501362;07-11-2024;130.4;17-03-2025;-259;🔴 Atrasado (Prioridad Alta)
MS_1109_CREADORES;-72.65811425;-38.71065352;24-10-2023;511.4;18-03-2025;-258;🔴 Atrasado (Prioridad Alta)
MS_0842_BORDE RIO;-72.63792442;-38.7579225;17-10-2024;153.6;19-03-2025;-257;🔴 Atrasado (Prioridad Alta)
MS_1058_ALTO DEL BOSQUE;-72.7438933;-38.75935781;06-06-2024;287.2;20-03-2025;-256;🔴 Atrasado (Prioridad Alta)
MS_0881_BORDE RIO;-72.63349112;-38.75903915;28-10-2024;145.1;22-03-2025;-254;🔴 Atrasado (Prioridad Alta)
MS_1120_LABRANZA ALTO;-72.75127683;-38.76095891;09-05-2024;320.7;25-03-2025;-251;🔴 Atrasado (Prioridad Alta)
MS_1018_ALTO DEL BOSQUE;-72.74623716;-38.75774199;29-05-2024;301.0;26-03-2025;-250;🔴 Atrasado (Prioridad Alta)
MS_0218_LAS ENCINAS;-72.63680434;-38.73899678;30-04-2024;331.2;27-03-2025;-249;🔴 Atrasado (Prioridad Alta)
MS_1063_ALTO DEL BOSQUE;-72.7421093;-38.76084331;06-06-2024;295.5;28-03-2025;-248;🔴 Atrasado (Prioridad Alta)
MS_0280_LAS ENCINAS;-72.66320863;-38.75466992;14-07-2022;988.1;28-03-2025;-248;🔴 Atrasado (Prioridad Alta)
MS_1017_ALTO DEL BOSQUE;-72.74654722;-38.75906389;29-05-2024;304.6;29-03-2025;-247;🔴 Atrasado (Prioridad Alta)
MS_0133_ACCESO NORTE;-72.5522957;-38.7077789;14-06-2024;291.0;31-03-2025;-245;🔴 Atrasado (Prioridad Alta)
MS_0876_BORDE RIO;-72.63543312;-38.75668597;06-11-2024;146.9;01-04-2025;-244;🔴 Atrasado (Prioridad Alta)
MS_0379_RECABARREN;-72.63317809;-38.75367784;10-10-2024;173.8;01-04-2025;-244;🔴 Atrasado (Prioridad Alta)
MS_0864_BORDE RIO;-72.63016618;-38.75492755;11-10-2024;173.6;02-04-2025;-243;🔴 Atrasado (Prioridad Alta)
MS_0432_MUSEO FERROVIARIO;-72.56854444;-38.72201667;11-09-2024;203.3;02-04-2025;-243;🔴 Atrasado (Prioridad Alta)
MS_0999_AMANECER;-72.61077518;-38.75452156;12-02-2024;419.1;06-04-2025;-239;🔴 Atrasado (Prioridad Alta)
MS_0755_NAHUELBUTA;-72.56056291;-38.71685464;02-10-2024;191.0;11-04-2025;-234;🔴 Atrasado (Prioridad Alta)
MS_1033_ALTO DEL BOSQUE;-72.74466119;-38.75757087;29-05-2024;319.7;13-04-2025;-232;🔴 Atrasado (Prioridad Alta)
MS_0443_MUSEO FERROVIARIO;-72.57682423;-38.72572899;03-10-2023;559.6;14-04-2025;-231;🔴 Atrasado (Prioridad Alta)
MS_0115_ACCESO NORTE;-72.55700816;-38.70692317;26-04-2024;353.3;14-04-2025;-231;🔴 Atrasado (Prioridad Alta)
MS_1056_ALTO DEL BOSQUE;-72.7416721;-38.75928513;05-06-2024;314.2;15-04-2025;-230;🔴 Atrasado (Prioridad Alta)
MS_0760_NAHUELBUTA;-72.56181716;-38.71494658;30-07-2024;259.6;15-04-2025;-230;🔴 Atrasado (Prioridad Alta)
MS_0852_BORDE RIO;-72.63657565;-38.76039173;16-10-2024;183.6;17-04-2025;-228;🔴 Atrasado (Prioridad Alta)
MS_0431_MUSEO FERROVIARIO;-72.5682;-38.72301944;11-09-2024;218.9;17-04-2025;-228;🔴 Atrasado (Prioridad Alta)
MS_0870_BORDE RIO;-72.64106288;-38.7579158;15-10-2024;185.3;18-04-2025;-227;🔴 Atrasado (Prioridad Alta)
MS_0203_LAS ENCINAS;-72.63973611;-38.73818056;14-03-2023;768.4;20-04-2025;-225;🔴 Atrasado (Prioridad Alta)
MS_0869_BORDE RIO;-72.64280912;-38.75826045;16-10-2024;187.0;21-04-2025;-224;🔴 Atrasado (Prioridad Alta)
MS_1001_AMANECER;-72.61973839;-38.75675801;16-02-2024;430.2;21-04-2025;-224;🔴 Atrasado (Prioridad Alta)
MS_0689_AQUELARRE;-72.62876759;-38.75473979;11-10-2024;193.1;22-04-2025;-223;🔴 Atrasado (Prioridad Alta)
MS_1107_CREADORES;-72.65674562;-38.71001301;07-08-2023;625.1;23-04-2025;-222;🔴 Atrasado (Prioridad Alta)
MS_0601_PRIETO SUR;-72.60310109;-38.74658124;02-05-2024;356.1;23-04-2025;-222;🔴 Atrasado (Prioridad Alta)
MS_0412_RECABARREN;-72.64705248;-38.75684034;21-03-2024;398.9;23-04-2025;-222;🔴 Atrasado (Prioridad Alta)
MS_1062_ALTO DEL BOSQUE;-72.74408877;-38.76129507;06-06-2024;323.5;25-04-2025;-220;🔴 Atrasado (Prioridad Alta)
MS_1002_AMANECER;-72.62095859;-38.7570381;16-02-2024;437.7;28-04-2025;-217;🔴 Atrasado (Prioridad Alta)
MS_0413_RECABARREN;-72.64913455;-38.75688714;22-03-2024;403.6;29-04-2025;-216;🔴 Atrasado (Prioridad Alta)
MS_0853_BORDE RIO;-72.6345818;-38.76084346;05-11-2024;177.0;30-04-2025;-215;🔴 Atrasado (Prioridad Alta)
MS_1053_ALTO DEL BOSQUE;-72.74038196;-38.7587225;05-06-2024;331.7;02-05-2025;-213;🔴 Atrasado (Prioridad Alta)
MS_1052_ALTO DEL BOSQUE;-72.73944855;-38.75863047;05-06-2024;334.1;05-05-2025;-210;🔴 Atrasado (Prioridad Alta)
MS_1054_ALTO DEL BOSQUE;-72.74127781;-38.75855518;05-06-2024;334.1;05-05-2025;-210;🔴 Atrasado (Prioridad Alta)
MS_1162_LABRANZA ALTO;-72.75183767;-38.75577544;09-05-2024;362.8;06-05-2025;-209;🔴 Atrasado (Prioridad Alta)
MS_0841_BORDE RIO;-72.63270833;-38.75881667;24-10-2024;195.6;07-05-2025;-208;🔴 Atrasado (Prioridad Alta)
MS_1034_ALTO DEL BOSQUE;-72.74334962;-38.76030256;05-06-2024;336.5;07-05-2025;-208;🔴 Atrasado (Prioridad Alta)
MS_1040_ALTO DEL BOSQUE;-72.74820038;-38.75614414;09-05-2024;364.8;08-05-2025;-207;🔴 Atrasado (Prioridad Alta)
MS_1060_ALTO DEL BOSQUE;-72.74454474;-38.76034135;06-06-2024;337.5;09-05-2025;-206;🔴 Atrasado (Prioridad Alta)
MS_0765_NAHUELBUTA;-72.55415332;-38.71395693;26-07-2024;287.5;09-05-2025;-206;🔴 Atrasado (Prioridad Alta)
MS_1016_ALTO DEL BOSQUE;-72.746525;-38.75998611;29-05-2024;345.6;09-05-2025;-206;🔴 Atrasado (Prioridad Alta)
MS_0931_CERRO MARIPOSA;-72.607759;-38.719016;14-03-2025;56.9;09-05-2025;-206;🔴 Atrasado (Prioridad Alta)
MS_1195_LABRANZA UNO NORTE;-72.77465279;-38.75746046;01-04-2024;405.1;11-05-2025;-204;🔴 Atrasado (Prioridad Alta)
MS_0398_RECABARREN;-72.6524283;-38.75708688;18-03-2024;419.5;11-05-2025;-204;🔴 Atrasado (Prioridad Alta)
MS_1000_AMANECER;-72.61736141;-38.75623675;14-02-2024;453.9;12-05-2025;-203;🔴 Atrasado (Prioridad Alta)
MS_0524_LOS RIOS;-72.55189776;-38.71954525;01-07-2024;316.6;13-05-2025;-202;🔴 Atrasado (Prioridad Alta)
MS_1194_LABRANZA UNO NORTE;-72.77544962;-38.75731737;01-04-2024;408.9;14-05-2025;-201;🔴 Atrasado (Prioridad Alta)
MS_0622_INDUSTRIAL;-72.64980912;-38.75737134;09-07-2024;310.1;15-05-2025;-200;🔴 Atrasado (Prioridad Alta)
MS_1042_ALTO DEL BOSQUE;-72.74537499;-38.75754386;29-05-2024;353.8;17-05-2025;-198;🔴 Atrasado (Prioridad Alta)
MS_0389_RECABARREN;-72.653474;-38.756539;19-03-2024;424.7;17-05-2025;-198;🔴 Atrasado (Prioridad Alta)
MS_1059_ALTO DEL BOSQUE;-72.74187058;-38.75998997;06-06-2024;348.5;20-05-2025;-195;🔴 Atrasado (Prioridad Alta)
MS_1208_LABRANZA UNO NORTE;-72.77260659;-38.76096789;08-04-2024;408.4;21-05-2025;-194;🔴 Atrasado (Prioridad Alta)
MS_1015_ALTO DEL BOSQUE;-72.74663431;-38.76072843;29-05-2024;357.2;21-05-2025;-194;🔴 Atrasado (Prioridad Alta)
MS_0099_ACCESO NORTE;-72.54268931;-38.70272019;13-10-2023;587.6;22-05-2025;-193;🔴 Atrasado (Prioridad Alta)
MS_0971_JAVIERA CARRERA ORIENTE;-72.61877086;-38.72155445;09-11-2023;560.1;22-05-2025;-193;🔴 Atrasado (Prioridad Alta)
MS_0887_COSTANERA;-72.54489722;-38.70998889;24-03-2023;792.7;24-05-2025;-191;🔴 Atrasado (Prioridad Alta)
MS_1199_LABRANZA UNO NORTE;-72.77387186;-38.75853803;02-04-2024;418.7;25-05-2025;-190;🔴 Atrasado (Prioridad Alta)
MS_0505_LOS RIOS;-72.55586667;-38.72183889;04-07-2024;325.7;25-05-2025;-190;🔴 Atrasado (Prioridad Alta)
MS_0815_VALPARAISO;-72.56605328;-38.7339085;13-09-2022;986.8;26-05-2025;-189;🔴 Atrasado (Prioridad Alta)
MS_0382_RECABARREN;-72.64189626;-38.75642887;09-10-2024;229.6;26-05-2025;-189;🔴 Atrasado (Prioridad Alta)
MS_1049_ALTO DEL BOSQUE;-72.74122266;-38.75774783;04-06-2024;358.4;28-05-2025;-187;🔴 Atrasado (Prioridad Alta)
MS_1044_ALTO DEL BOSQUE;-72.74508523;-38.7584946;29-05-2024;365.4;29-05-2025;-186;🔴 Atrasado (Prioridad Alta)
MS_0116_ACCESO NORTE;-72.54405221;-38.70325773;12-10-2023;595.2;29-05-2025;-186;🔴 Atrasado (Prioridad Alta)
MS_0415_RECABARREN;-72.64289144;-38.75458044;09-10-2024;235.5;01-06-2025;-183;🔴 Atrasado (Prioridad Alta)
MS_1038_ALTO DEL BOSQUE;-72.74865077;-38.75922941;09-05-2024;390.3;03-06-2025;-181;🔴 Atrasado (Prioridad Alta)
MS_0717_NAHUELBUTA;-72.55769877;-38.71736894;05-09-2024;275.9;07-06-2025;-177;🔴 Atrasado (Prioridad Alta)
MS_0743_NAHUELBUTA;-72.56401535;-38.71980202;10-05-2024;394.9;08-06-2025;-176;🔴 Atrasado (Prioridad Alta)
MS_1248_LABRANZA UNO NORTE;-72.76271939;-38.76711752;24-04-2024;413.8;11-06-2025;-173;🔴 Atrasado (Prioridad Alta)
MS_1264_JAVIERA CARRERA PONIENTE;-72.6271404;-38.72312745;28-03-2024;440.2;11-06-2025;-173;🔴 Atrasado (Prioridad Alta)
MS_0525_LOS RIOS;-72.55396038;-38.72011028;01-07-2024;350.7;16-06-2025;-168;🔴 Atrasado (Prioridad Alta)
MS_0496_LOS RIOS;-72.55927778;-38.72658333;07-01-2023;891.8;16-06-2025;-168;🔴 Atrasado (Prioridad Alta)
MS_0528_LOS RIOS;-72.55260587;-38.7209599;01-07-2024;352.2;18-06-2025;-166;🔴 Atrasado (Prioridad Alta)
MS_1061_ALTO DEL BOSQUE;-72.74388291;-38.7605105;06-06-2024;378.2;19-06-2025;-165;🔴 Atrasado (Prioridad Alta)
MS_0414_RECABARREN;-72.65032813;-38.75696871;22-03-2024;457.0;21-06-2025;-163;🔴 Atrasado (Prioridad Alta)
MS_1043_ALTO DEL BOSQUE;-72.74555677;-38.75830176;29-05-2024;388.4;21-06-2025;-163;🔴 Atrasado (Prioridad Alta)
MS_1010_BOTROLHUE;-72.73810655;-38.75744226;04-06-2024;383.4;22-06-2025;-162;🔴 Atrasado (Prioridad Alta)
MS_1263_JAVIERA CARRERA PONIENTE;-72.626044;-38.723727;25-03-2024;456.3;24-06-2025;-160;🔴 Atrasado (Prioridad Alta)
MS_1048_ALTO DEL BOSQUE;-72.73918569;-38.75787751;04-06-2024;385.1;24-06-2025;-160;🔴 Atrasado (Prioridad Alta)
MS_0299_SAN ANTONIO;-72.58680506;-38.74545382;05-03-2025;112.7;25-06-2025;-159;🔴 Atrasado (Prioridad Alta)
MS_1009_BOTROLHUE;-72.73761302;-38.75754684;04-06-2024;387.6;26-06-2025;-158;🔴 Atrasado (Prioridad Alta)
MS_0768_NAHUELBUTA;-72.55577609;-38.71480671;29-07-2024;332.6;26-06-2025;-158;🔴 Atrasado (Prioridad Alta)
MS_0144_ACCESO NORTE;-72.55347005;-38.71297529;26-07-2024;335.6;26-06-2025;-158;🔴 Atrasado (Prioridad Alta)
MS_0720_NAHUELBUTA;-72.56429167;-38.71856389;10-05-2024;414.5;28-06-2025;-156;🔴 Atrasado (Prioridad Alta)
MS_0383_RECABARREN;-72.64179971;-38.75488785;09-10-2024;263.9;29-06-2025;-155;🔴 Atrasado (Prioridad Alta)
MS_0347_SAN ANTONIO;-72.58207273;-38.73950762;22-03-2023;831.9;30-06-2025;-154;🔴 Atrasado (Prioridad Alta)
MS_0352_SAN ANTONIO;-72.58103112;-38.74505505;28-07-2023;705.8;02-07-2025;-152;🔴 Atrasado (Prioridad Alta)
MS_0845_BORDE RIO;-72.63425833;-38.75934167;22-10-2024;253.5;02-07-2025;-152;🔴 Atrasado (Prioridad Alta)
MS_0623_INDUSTRIAL;-72.64227894;-38.75693203;16-10-2024;260.5;03-07-2025;-151;🔴 Atrasado (Prioridad Alta)
MS_1047_ALTO DEL BOSQUE;-72.7389121;-38.75710362;04-06-2024;394.4;03-07-2025;-151;🔴 Atrasado (Prioridad Alta)
MS_0411_RECABARREN;-72.65361993;-38.75719251;19-03-2024;473.7;05-07-2025;-149;🔴 Atrasado (Prioridad Alta)
MS_1198_LABRANZA UNO NORTE;-72.77511319;-38.75831779;02-04-2024;462.4;08-07-2025;-146;🔴 Atrasado (Prioridad Alta)
MS_1007_BOTROLHUE;-72.7377022;-38.75649267;04-06-2024;399.1;08-07-2025;-146;🔴 Atrasado (Prioridad Alta)
MS_1008_BOTROLHUE;-72.73793824;-38.75693609;04-06-2024;402.5;11-07-2025;-143;🔴 Atrasado (Prioridad Alta)
MS_0065_ESTADIO;-72.61433196;-38.74212668;19-04-2024;449.0;12-07-2025;-142;🔴 Atrasado (Prioridad Alta)
MS_0817_VALPARAISO;-72.56848201;-38.73120538;17-08-2023;696.5;13-07-2025;-141;🔴 Atrasado (Prioridad Alta)
MS_0997_AMANECER;-72.61327575;-38.75655054;13-02-2024;516.5;13-07-2025;-141;🔴 Atrasado (Prioridad Alta)
MS_0540_LOS RIOS;-72.55437673;-38.71659474;04-07-2024;375.6;14-07-2025;-140;🔴 Atrasado (Prioridad Alta)
MS_1006_BOTROLHUE;-72.73692637;-38.75619984;04-06-2024;406.5;15-07-2025;-139;🔴 Atrasado (Prioridad Alta)
MS_1005_BOTROLHUE;-72.73569256;-38.75624168;04-06-2024;406.5;15-07-2025;-139;🔴 Atrasado (Prioridad Alta)
MS_0523_LOS RIOS;-72.55197459;-38.71705852;01-07-2024;379.0;15-07-2025;-139;🔴 Atrasado (Prioridad Alta)
MS_0145_ACCESO NORTE;-72.55418621;-38.71238864;26-07-2024;356.2;17-07-2025;-137;🔴 Atrasado (Prioridad Alta)
MS_0516_LOS RIOS;-72.55270011;-38.7169298;01-07-2024;382.5;18-07-2025;-136;🔴 Atrasado (Prioridad Alta)
MS_0918_CERRO MARIPOSA;-72.60612367;-38.72485915;26-02-2025;142.6;18-07-2025;-136;🔴 Atrasado (Prioridad Alta)
MS_0718_NAHUELBUTA;-72.55544693;-38.71614849;27-02-2024;509.5;20-07-2025;-134;🔴 Atrasado (Prioridad Alta)
MS_0219_LAS ENCINAS;-72.63603732;-38.73914911;30-01-2024;540.0;22-07-2025;-132;🔴 Atrasado (Prioridad Alta)
MS_0556_CAUPOLICAN;-72.58593793;-38.73180159;25-09-2023;667.2;23-07-2025;-131;🔴 Atrasado (Prioridad Alta)
MS_0305_SAN ANTONIO;-72.58336111;-38.74158611;24-07-2023;731.8;24-07-2025;-130;🔴 Atrasado (Prioridad Alta)
MS_0526_LOS RIOS;-72.55428761;-38.72095572;01-07-2024;389.3;25-07-2025;-129;🔴 Atrasado (Prioridad Alta)
MS_0690_AQUELARRE;-72.62872437;-38.74777904;22-05-2025;64.3;25-07-2025;-129;🔴 Atrasado (Prioridad Alta)
MS_0146_ACCESO NORTE;-72.55383951;-38.71372253;26-07-2024;366.6;27-07-2025;-127;🔴 Atrasado (Prioridad Alta)
MS_1108_CREADORES;-72.66237456;-38.71332252;22-10-2023;645.1;28-07-2025;-126;🔴 Atrasado (Prioridad Alta)
MS_0515_LOS RIOS;-72.5521921;-38.71843998;01-07-2024;392.7;28-07-2025;-126;🔴 Atrasado (Prioridad Alta)
MS_1221_LABRANZA UNO NORTE;-72.77391761;-38.76367723;12-04-2024;473.7;29-07-2025;-125;🔴 Atrasado (Prioridad Alta)
MS_0507_LOS RIOS;-72.55352944;-38.71918607;01-07-2024;393.1;29-07-2025;-125;🔴 Atrasado (Prioridad Alta)
MS_0353_SAN ANTONIO;-72.58435778;-38.74707433;30-01-2025;182.8;31-07-2025;-123;🔴 Atrasado (Prioridad Alta)
MS_0512_LOS RIOS;-72.55451828;-38.72158979;01-07-2024;395.1;31-07-2025;-123;🔴 Atrasado (Prioridad Alta)
MS_0286_LAS ENCINAS;-72.63781125;-38.73814064;17-05-2024;440.0;31-07-2025;-123;🔴 Atrasado (Prioridad Alta)
MS_0919_CERRO MARIPOSA;-72.61288889;-38.71715833;14-11-2024;259.8;31-07-2025;-123;🔴 Atrasado (Prioridad Alta)
MS_0522_LOS RIOS;-72.55318158;-38.71821205;01-07-2024;397.0;01-08-2025;-122;🔴 Atrasado (Prioridad Alta)
MS_0762_NAHUELBUTA;-72.55912246;-38.71238875;30-07-2024;368.1;02-08-2025;-121;🔴 Atrasado (Prioridad Alta)
MS_0511_LOS RIOS;-72.55507392;-38.71984555;04-07-2024;396.0;03-08-2025;-120;🔴 Atrasado (Prioridad Alta)
MS_0862_BORDE RIO;-72.63565833;-38.75993333;16-10-2024;293.3;05-08-2025;-118;🔴 Atrasado (Prioridad Alta)
MS_1219_LABRANZA UNO NORTE;-72.77416974;-38.76274654;12-04-2024;480.2;05-08-2025;-118;🔴 Atrasado (Prioridad Alta)
MS_0157_ALEMANIA;-72.61672982;-38.73856859;02-01-2025;215.3;05-08-2025;-118;🔴 Atrasado (Prioridad Alta)
